"Species","sizeWeight","disWeight","HAIC","IntraHAIC","InterHAIC"
"Trembling aspen","0.3",1.2,28923.0200946679,32038.9285501297,34192.910061523
"Black spruce","0.3",1.2,58626.7283642391,60235.2168733387,64175.1659084502
"Other species","0.3",1.2,19903.8292384029,21965.9058654105,21458.5812539346
"All species","0.3",1.3,150624.383800426,159221.958321784,167862.93339467
"Jack pine","0.3",1.3,39587.2236378787,40372.491269432,45795.5519029075
"Trembling aspen","0.3",1.3,29027.9546481415,32055.5081007934,34177.9386437169
"Black spruce","0.3",1.3,58638.4736189224,60244.8134311266,64154.5672610126
"Other species","0.3",1.3,19948.2159876288,21986.4841857242,21459.5635233183
"All species","0.3",1.4,150795.276298674,159272.388292927,167847.697802325
"Jack pine","0.3",1.4,39611.4345005875,40383.3812058813,45800.0244925062
"Trembling aspen","0.3",1.4,29174.7847451636,32095.1750359453,34168.3476397176
"Black spruce","0.3",1.4,58667.0142074044,60288.9025964985,64141.7370290042
"Other species","0.3",1.4,20005.6107604788,22016.5008731847,21467.9836836871
"All species","0.3",1.5,151043.573107936,159410.950754162,167852.598394607
"Jack pine","0.3",1.5,39662.9668673369,40417.4860364125,45805.0775148788
"Trembling aspen","0.3",1.5,29366.7425149848,32160.5873100611,34164.723605516
"Black spruce","0.3",1.5,58716.2938881839,60372.3927687565,64137.4537195246
"Other species","0.3",1.5,20076.6805571873,22055.6265231531,21484.3113313378
"All species","0.3",1.6,151377.74053124,159643.590428302,167878.821923368
"Jack pine","0.3",1.6,39744.7349996529,40477.3436271222,45810.7686181405
"Trembling aspen","0.3",1.6,29603.3446831743,32252.6354458279,34167.529093267
"Black spruce","0.3",1.6,58789.791395675,60498.2247326015,64142.3623589016
"Other species","0.3",1.6,20161.4199165671,22103.1250202448,21508.8031818235
"All species","0.3",1.7,151801.821494829,159970.706027219,167927.11251665
"Jack pine","0.3",1.7,39857.5124295241,40563.7504103081,45817.1398270581
"Trembling aspen","0.3",1.7,29879.9443040498,32370.0467891401,34177.0581785356
"Black spruce","0.3",1.7,58890.0606687427,60666.7149965908,64156.9241860928
"Other species","0.3",1.7,20259.0889044629,22157.904114552,21541.4602914666
"All species","0.3",1.8,152314.594625785,160386.748193032,167997.693084684
"Jack pine","0.3",1.8,39999.7224159496,40675.5873321882,45824.21034339
"Trembling aspen","0.3",1.8,30188.2349568535,32509.4260678163,34193.4006519191
"Black spruce","0.3",1.8,59018.3655035935,60875.314621214,64181.3751316033
"Other species","0.3",1.8,20368.2516896973,22218.6109397481,21582.0074645427
"All species","0.3",1.9,152909.570347954,160880.823028088,168090.222852814
"Jack pine","0.3",1.9,40167.675228529,40809.9934877069,45831.9719307314
"Trembling aspen","0.3",1.9,30517.5568198877,32665.7391421971,34216.4198127657
"Black spruce","0.3",1.9,59174.491698071,61118.8731881058,64215.6990692776
"Other species","0.3",1.9,20486.9107211474,22283.7545519222,21629.8996697035
"All species","0.3",2,153575.801095248,161438.129078392,168203.797464762
"Jack pine","0.3",2,40356.1643107756,40962.8228958041,45840.3874637399
"Trembling aspen","0.3",2,30856.5506913445,32833.085863201,34245.7474499066
"Black spruce","0.3",2,59356.7721172643,61390.3350633278,64259.6204928457
"Other species","0.3",2,20612.7087420917,22351.8318133591,21684.3554785699
"All species","0.4",0,150879.36972444,161596.121369036,169136.780713234
"Jack pine","0.4",0,39969.920724188,40801.2613809641,45759.8722230718
"Trembling aspen","0.4",0,28969.8976911474,32454.3377665326,34568.3653570666
"Black spruce","0.4",0,58818.6475982975,60992.2419304055,64759.2765356662
"Other species","0.4",0,19869.2451807726,22202.2308610494,21773.7829496365
"All species","0.4",0.1,150818.023002306,161364.739056531,169003.498845446
"Jack pine","0.4",0.1,39943.3957873756,40771.0665140211,45759.9418289939
"Trembling aspen","0.4",0.1,28944.6314867504,32409.1503568861,34534.2403712798
"Black spruce","0.4",0.1,58799.4185897434,60915.2685173166,64700.1528390159
"Other species","0.4",0.1,19857.7275857735,22165.7297857638,21737.8779820012
"All species","0.4",0.2,150754.217684918,161127.043873038,168872.570434766
"Jack pine","0.4",0.2,39914.3917648394,40738.6171230764,45760.355902787
"Trembling aspen","0.4",0.2,28918.7592320786,32362.9225596945,34499.6918642556
"Black spruce","0.4",0.2,58779.2592643393,60836.3358856567,64642.1151318406
"Other species","0.4",0.2,19846.3248224843,22129.3859064748,21702.0862778549
"All species","0.4",0.3,150688.332273724,160884.020627079,168744.56061155
"Jack pine","0.4",0.3,39882.7416164715,40703.7351940515,45761.1047804256
"Trembling aspen","0.4",0.3,28892.6014343614,32315.7965348798,34464.8724767348
"Black spruce","0.4",0.3,58758.1525488415,60755.7074657577,64585.3238507611
"Other species","0.4",0.3,19835.3626828939,22093.7243471722,21666.7341088407
"All species","0.4",0.4,150621.034053584,160637.207665114,168620.160297061
"Jack pine","0.4",0.4,39848.3576847614,40666.3173528996,45762.1793454942
"Trembling aspen","0.4",0.4,28866.6931511791,32268.0466135086,34429.9852938789
"Black spruce","0.4",0.4,58736.1360670252,60673.8236438759,64529.9801512026
"Other species","0.4",0.4,19825.2702692543,22059.4114333398,21632.2131787271
"All species","0.4",0.5,150553.412622217,160388.830400178,168500.199849086
"Jack pine","0.4",0.5,39811.2929378304,40626.3919555345,45763.5712085575
"Trembling aspen","0.4",0.5,28841.8824334107,32220.1314346827,34395.2924958823
"Black spruce","0.4",0.5,58713.338325653,60591.3772288881,64476.3399488235
"Other species","0.4",0.5,19816.6026649381,22027.2492044385,21598.979072507
"All species","0.4",0.6,150487.165901276,160141.984701669,168385.661306337
"Jack pine","0.4",0.6,39771.8305343539,40584.2006739695,45765.2734125772
"Trembling aspen","0.4",0.6,28819.4618662754,32172.7616600726,34361.1221257335
"Black spruce","0.4",0.6,58690.0310322132,60509.4229607172,64424.7287000239
"Other species","0.4",0.6,19810.0661488527,21998.1595663168,21567.549170151
"All species","0.4",0.7,150424.849656985,159900.881253387,168277.688817464
"Jack pine","0.4",0.7,39730.6080121797,40540.3079442598,45767.2818260474
"Trembling aspen","0.4",0.7,28801.3356962677,32126.9867541001,34327.872316343
"Black spruce","0.4",0.7,58666.7013002665,60429.5226247443,64375.555557064
"Other species","0.4",0.7,19806.5443409164,21973.1589403786,21538.5006488695
"All species","0.4",0.8,150370.191990251,159671.13982905,168177.595577862
"Jack pine","0.4",0.8,39688.7766520922,40495.7361338045,45769.597210163
"Trembling aspen","0.4",0.8,28790.2164586035,32084.3008527459,34296.0124313017
"Black spruce","0.4",0.8,58644.1452739699,60353.9148194716,64329.3247998127
"Other species","0.4",0.8,19807.1214527652,21953.3227598914,21512.4682730104
"All species","0.4",0.9,150328.449998916,159460.090137677,168086.864041286
"Jack pine","0.4",0.9,39648.182988163,40452.1139048145,45772.2277433693
"Trembling aspen","0.4",0.9,28789.8259928782,32046.757776485,34266.080698916
"Black spruce","0.4",0.9,58623.5791250211,60285.6821104155,64286.6417117352
"Other species","0.4",0.9,19813.0946850806,21939.7386781041,21490.1406165552
"All species","0.4",1,150306.743037164,159276.993368863,168007.13470354
"Jack pine","0.4",1,39611.5368082799,40411.808458855,45775.1915914996
"Trembling aspen","0.4",1,28805.0416651933,32017.0662748839,34238.6778989807
"Black spruce","0.4",1,58606.7534407141,60228.8708810496,64248.2098198926
"Other species","0.4",1,19825.9622423835,21933.448030077,21472.252230112
"All species","0.4",1.1,150314.243010559,159133.049651165,167940.177918601
"Jack pine","0.4",1.1,39582.5027063592,40377.9907118301,45778.5189426401
"Trembling aspen","0.4",1.1,28841.8829421347,31998.6109707909,34214.4562742903
"Black spruce","0.4",1.1,58596.0436481858,60188.5027368319,64214.8171066522
"Other species","0.4",1.1,19847.3695039098,21935.3756523279,21459.5682168103
"All species","0.4",1.2,150362.061660602,159041.025014302,167887.843723456
"Jack pine","0.4",1.2,39565.6330041086,40354.5664652211,45782.2527947308
"Trembling aspen","0.4",1.2,28907.1979794578,31995.3244844121,34194.1021429339
"Black spruce","0.4",1.2,58594.4766680032,60170.4065939883,64187.3103751472
"Other species","0.4",1.2,19878.9991927398,21946.2493116009,21452.8573944774
"All species","0.4",1.3,150462.684127226,159014.361482879,167851.987107586
"Jack pine","0.4",1.3,39566.0675733062,40345.9147845254,45786.4477352276
"Trembling aspen","0.4",1.3,29007.9280673881,32011.3438390249,34178.310287176
"Black spruce","0.4",1.3,58605.6501794508,60180.8115830614,64166.5587504215
"Other species","0.4",1.3,19922.4059532534,21966.5146482297,21452.8517230773
"All species","0.4",1.4,150628.883328774,159065.757138441,167834.370570365
"Jack pine","0.4",1.4,39588.9762305371,40356.419942685,45791.1661175611
"Trembling aspen","0.4",1.4,29149.9454725777,32050.4390898779,34167.7490018436
"Black spruce","0.4",1.4,58633.5135824175,60225.6878164509,64153.4086015195
"Other species","0.4",1.4,19978.8171558985,21996.2594997226,21460.1933104743
"All species","0.4",1.5,150872.203815845,159205.398147273,167836.551198
"Jack pine","0.4",1.5,39638.8090354296,40389.8575929566,45796.4715723019
"Trembling aspen","0.4",1.5,29336.6754355094,32115.3001391266,34163.0170435089
"Black spruce","0.4",1.5,58682.0115215686,60309.9054776941,64148.6328586649
"Other species","0.4",1.5,20048.9382518289,22035.1667877743,21475.3748533603
"All species","0.4",1.6,151201.279675862,159439.214970025,167859.764084133
"Jack pine","0.4",1.6,39718.5175937874,40448.7691546984,45802.4206271397
"Trembling aspen","0.4",1.6,29567.9265714524,32206.8678682213,34164.5966478186
"Black spruce","0.4",1.6,58754.6346369051,60436.3777109029,64152.8782877425
"Other species","0.4",1.6,20132.8050254161,22082.5124016858,21498.682738318
"All species","0.4",1.7,151620.372461305,159767.622371206,167904.816201636
"Jack pine","0.4",1.7,39828.9640758239,40533.9920820762,45809.0539611167
"Trembling aspen","0.4",1.7,29839.3993177905,32323.934718686,34172.8086112463
"Black spruce","0.4",1.7,58853.9616607139,60605.4121832183,64166.6152684751
"Other species","0.4",1.7,20229.7176137199,22137.2144533196,21530.1529056772
"All species","0.4",1.8,152128.509131364,160185.119845423,167972.004435919
"Jack pine","0.4",1.8,39968.7011291834,40644.4823500335,45816.3890497406
"Trembling aspen","0.4",1.8,30143.125066494,32463.1749048019,34187.7754543395
"Black spruce","0.4",1.8,58981.2932439674,60814.4735154257,64190.0957553544
"Other species","0.4",1.8,20338.2748795304,22197.9274572864,21569.5479755066
"All species","0.4",1.9,152719.446783124,160680.886379909,168061.068858679
"Jack pine","0.4",1.9,40134.1878733479,40777.4759644009,45824.4155510633
"Trembling aspen","0.4",1.9,30468.7095001361,32619.6139509871,34209.3976012705
"Black spruce","0.4",1.9,59136.4602711493,61058.4445354289,64223.3254337122
"Other species","0.4",1.9,20456.5050451659,22263.1638513816,21616.3606807465
"All species","0.4",2,153382.449587101,161240.200472923,168171.188019676
"Jack pine","0.4",2,40320.3611348606,40928.928988337,45833.0940031997
"Trembling aspen","0.4",2,30804.9480909366,32787.3887013319,34237.3462318248
"Black spruce","0.4",2,59317.8429524198,61330.31454776,64266.0548355573
"Other species","0.4",2,20582.0655517073,22331.4194458171,21669.8440514516
"All species","0.5",0,150754.819338093,161397.25830995,169131.077699707
"Jack pine","0.5",0,39951.9820443865,40773.5329233378,45749.2348681367
"Trembling aspen","0.5",0,28973.0938594038,32417.5288843226,34570.770554512
"Black spruce","0.5",0,58790.3723319989,60924.3501539612,64767.333872379
"Other species","0.5",0,19852.0365910919,22187.0209055329,21772.1674394531
"All species","0.5",0.1,150693.203629662,161165.128876088,168998.121051521
"Jack pine","0.5",0.1,39925.7682157033,40743.6798404001,45749.2163448603
"Trembling aspen","0.5",0.1,28947.9744789594,32372.12115237,34536.8370032253
"Black spruce","0.5",0.1,58771.1768704782,60847.5388192559,64708.5400893561
"Other species","0.5",0.1,19840.4067011065,22150.256091773,21736.3662220832
"All species","0.5",0.2,150628.984229014,160926.740304227,168867.556677742
"Jack pine","0.5",0.2,39897.0802462298,40711.590902564,45749.580738675
"Trembling aspen","0.5",0.2,28922.1784656998,32325.6590909438,34502.4785989394
"Black spruce","0.5",0.2,58751.03662038,60768.7981364093,64650.8716049615
"Other species","0.5",0.2,19828.8470072281,22113.6364122828,21700.6427522826
"All species","0.5",0.3,150562.511791803,160683.087855417,168739.923751555
"Jack pine","0.5",0.3,39865.7476912292,40677.088307705,45750.3183506023
"Trembling aspen","0.5",0.3,28896.002823757,32278.2828526482,34467.8398045077
"Black spruce","0.5",0.3,58729.9313675596,60688.397453572,64594.4867628456
"Other species","0.5",0.3,19817.6748956165,22077.6862652573,21665.3130768242
"All species","0.5",0.4,150494.422543916,160435.724481994,168615.87958754
"Jack pine","0.5",0.4,39831.6776453994,40640.0680751119,45751.4193584751
"Trembling aspen","0.5",0.4,28869.9521097817,32230.2648295287,34433.112310386
"Black spruce","0.5",0.4,58707.8950837498,60606.7852752519,64539.5809141339
"Other species","0.5",0.4,19807.3104947803,22043.0716819507,21630.7578286443
"All species","0.5",0.5,150425.771932183,160186.893822746,168496.213868873
"Jack pine","0.5",0.5,39794.9150667495,40600.5565362229,45752.8739298404
"Trembling aspen","0.5",0.5,28844.8350386394,32182.0616474787,34398.5439065064
"Black spruce","0.5",0.5,58685.0520014185,60524.6639765866,64486.4000688418
"Other species","0.5",0.5,19798.2997301851,22010.5948748643,21597.4209689205
"All species","0.5",0.6,150358.220829108,159939.712855626,168381.862096513
"Jack pine","0.5",0.6,39755.7309853395,40558.7909436571,45754.6728976739
"Trembling aspen","0.5",0.6,28821.8939099686,32134.3816509274,34364.4457457574
"Black spruce","0.5",0.6,58661.6687649228,60443.0983592141,64435.2555884215
"Other species","0.5",0.6,19791.340105346,21981.1785239064,21565.8080976297
"All species","0.5",0.7,150294.285287716,159698.415059307,168273.91788543
"Jack pine","0.5",0.7,39714.7447970935,40515.327444384,45756.8092014947
"Trembling aspen","0.5",0.7,28802.9695648948,32088.2713553416,34331.1973153724
"Black spruce","0.5",0.7,58638.2263938052,60363.6595800287,64386.5385881668
"Other species","0.5",0.7,19787.3076001628,21955.8406499821,21536.4849547958
"All species","0.5",0.8,150237.651365581,159468.642473793,168173.642422164
"Jack pine","0.5",0.8,39673.081221448,40471.1742368301,45759.2801029962
"Trembling aspen","0.5",0.8,28790.6963974285,32045.220900765,34299.2485484647
"Black spruce","0.5",0.8,58615.5135852832,60288.5933265242,64340.7319583979
"Other species","0.5",0.8,19787.2808509923,21935.6593315143,21510.0758203005
"All species","0.5",0.9,150193.532546677,159257.742855888,168082.467767952
"Jack pine","0.5",0.9,39632.5492377027,40427.9375565979,45762.0899534636
"Trembling aspen","0.5",0.9,28788.7036311217,32007.27865533,34269.118629139
"Black spruce","0.5",0.9,58594.7373506835,60220.9847885695,64298.417161462
"Other species","0.5",0.9,19792.5546508362,21921.7260454787,21487.2604722089
"All species","0.5",1,150169.004956236,159074.986240212,168001.98912964
"Jack pine","0.5",1,39595.8082299416,40387.9517234893,45765.253064773
"Trembling aspen","0.5",1,28801.7660175254,31977.1463344262,34241.3910023255
"Black spruce","0.5",1,58577.6371331989,60164.8758025521,64260.272697707
"Other species","0.5",1,19804.6292398128,21915.0871861319,21468.7672252777
"All species","0.5",1.1,150173.202022301,158931.567313083,167933.940288452
"Jack pine","0.5",1.1,39566.4599474829,40354.343379905,45768.7960445969
"Trembling aspen","0.5",1.1,28835.8023121388,31958.2006466128,34216.7036801864
"Black spruce","0.5",1.1,58566.5753009618,60125.2735850077,64227.0617970327
"Other species","0.5",1.1,19825.1578661694,21916.6739470141,21455.3585038191
"All species","0.5",1.2,150217.209831633,158840.229389657,167880.146820807
"Jack pine","0.5",1.2,39548.986050974,40330.9645281907,45772.7588174649
"Trembling aspen","0.5",1.2,28897.5839940048,31954.3676920039,34195.733219099
"Black spruce","0.5",1.2,58564.5645649589,60107.9812904189,64199.608428479
"Other species","0.5",1.2,19855.8382590505,21927.2218649237,21447.8050785365
"All species","0.5",1.3,150313.513024586,158814.376259283,167842.454175764
"Jack pine","0.5",1.3,39548.4582751685,40322.1370275908,45777.1935144373
"Trembling aspen","0.5",1.3,28994.031614178,31969.7838034938,34179.1703399025
"Black spruce","0.5",1.3,58575.1890658048,60119.1919022153,64178.7624754439
"Other species","0.5",1.3,19898.2480547189,21947.185862837,21446.8465421378
"All species","0.5",1.4,150474.924501904,158866.660582157,167822.632118245
"Jack pine","0.5",1.4,39569.9965481558,40332.1952190452,45782.1606077915
"Trembling aspen","0.5",1.4,29131.0871495584,32008.2305039168,34167.6859792312
"Black spruce","0.5",1.4,58602.3883628387,60164.8335668959,64165.3561974374
"Other species","0.5",1.4,19953.6455390277,21976.6644855117,21453.1391648827
